Posted Date,Letter Issue Date,Company Name,Issuing Office,Subject,Response Letter,Closeout Letter
01/25/2022,01/10/2022,"Onofrio's Fresh Cut, Inc.",Office of Human and Animal Food Operations - East Division 1,"CGMP Food/Prepared, Packed or Held Under Insanitary Conditions/Adulterated",,07/15/2024
01/20/2022,01/20/2022,Vaping Zone,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
01/25/2022,12/29/2021,Health Plus Inc.,Division of Pharmaceutical Quality Operations IV,CGMP/Finished Pharmaceuticals/Adulterated,,
01/18/2022,12/29/2021,Genesis Partnership Company SA,Center for Drug Evaluation and Research | CDER,Drug Product/Misbranded,,
01/18/2022,01/07/2022,"Professional Disposables International, Inc.",Division of Pharmaceutical Quality Operations I,CGMP/Finished Pharmaceuticals/Adulterated,,12/12/2024
01/25/2022,01/21/2022,"Yuni Wholesale, Inc. d/b/a Blow Disposables",Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
01/25/2022,01/12/2022,Aurobindo Pharmaceutical Limited,Center for Drug Evaluation and Research | CDER,CGMP/Active Pharmaceutical Ingredient (API)/Adulterated,,
01/25/2022,01/21/2022,"SAS Technologies, Inc d/b/a Save A Smoker",Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
01/25/2022,01/25/2022,Go Vapor LLC,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
01/25/2022,01/14/2022,Global Vapery LLC and Infinite Vapor LLC,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
01/25/2022,01/18/2022,CES LLC,Center for Drug Evaluation and Research | CDER,Drug Product/Misbranded,,
01/18/2022,01/18/2022,"Edora Solutions, Inc d/b/a JoJo Vapes Brookville",Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
01/20/2022,01/20/2022,Go Vapor LLC,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
01/25/2022,01/25/2022,"D & J Vapors, LLC-Horse Cave",Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
01/27/2022,01/27/2022,HotHead Vapor,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
09/28/2021,08/06/2021,Blue Poppy Enterprises Inc,Division of Human and Animal Food Operations West VI,New Drug/Misbranded,,
09/28/2021,09/22/2021,Supplement Science Corp. d/b/a Condemned Labz,Office of Human and Animal Food Operations East – Division 1,Unapproved New Drugs/Misbranded,,
09/21/2021,08/26/2021,"Fibromyalgia Treatment Group - FTG, LLC",Division of Human and Animal Food Operations West VI,New Drug/Misbranded,,
09/21/2021,09/15/2021,Laboratorio Pharma International SRL,Center for Drug Evaluation and Research | CDER,CGMP/Finished Pharmaceuticals/Unapproved New Drug/Misbranded/Adulterated,,
09/30/2021,09/28/2021,"Strategia Project Management, Inc.",Center for Drug Evaluation and Research | CDER,Unapproved New Drug Products Related to Coronavirus Disease 2019 (COVID-19),,
09/28/2021,09/10/2021,"Holographic Health, Inc.",Division of Human and Animal Food Operations East V,New Drug/Misbranded,,
09/27/2021,09/27/2021,Kings of Vapor,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
10/05/2021,09/30/2021,"Limpo Quimicos, SA de CV",Center for Drug Evaluation and Research | CDER,CGMP/Finished Pharmaceuticals/Unapproved New Drug/Misbranded/Adulterated,,
10/07/2021,10/07/2021,Sabor Vapors LLC,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
10/07/2021,10/07/2021,J-Vapor LLC dba North Shore Vapor,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
10/07/2021,10/07/2021,Great American Vapes Shreveport,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
10/07/2021,10/07/2021,Perfect Vape LLC,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
10/07/2021,10/07/2021,JMJL Global LLC,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
10/07/2021,10/07/2021,"Pink Spot Vapors, Inc",Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
10/07/2021,10/07/2021,Gothic Vapor LLC,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
10/07/2021,10/07/2021,Hotspot Vapes,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
10/07/2021,10/07/2021,BAM Group LLC d/b/a VapEscape,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
10/07/2021,10/07/2021,9 South Vapes,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
10/07/2021,10/07/2021,ATL Vaping Inc.,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
10/07/2021,10/07/2021,Vapor Lab,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
10/12/2021,10/07/2021,"Notarika, S.A. de C.V.",Center for Drug Evaluation and Research | CDER,CGMP/Finished Pharmaceuticals/Unapproved New Drug/Misbranded/Adulterated,,
10/12/2021,09/30/2021,Missouri Analytical Laboratories Inc,Division of Pharmaceutical Quality Operations III,CGMP/Active Pharmaceutical Ingredient (API)/Adulterated,,10/15/2024
10/12/2021,09/30/2021,"RAAS Nutritionals, LLC/Rare Antibody Antigen Supply, Inc.",Center for Drug Evaluation and Research | CDER,Bioresearch Monitoring Program/IRB,,
10/12/2021,10/01/2021,Kim Nhung Marketplace Inc,Division of West Coast Imports,Foreign Supplier Verification Program (FSVP),,
10/07/2021,10/07/2021,Local Legends Distribution LLC,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,06/24/2022
10/07/2021,10/07/2021,Liquid Nics LLC,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
10/12/2021,09/30/2021,"GuangZhou YouXing Cosmetic Co., Ltd",Center for Drug Evaluation and Research | CDER,CGMP/Finished Pharmaceuticals/Unapproved New Drug/Misbranded/Adulterated,,
10/12/2021,10/12/2021,"DNA Distributors, Inc.",Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
10/12/2021,10/12/2021,Bootstrap Runners LLC d/b/a Sinister Liquids,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
10/12/2021,09/29/2021,HealthMEDS Inc.,Center for Drug Evaluation and Research | CDER,Failure to permit access to or copying of records,,
10/07/2021,10/07/2021,Custom Vapors LLC,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
10/07/2021,10/07/2021,Atomic Vapor,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
08/03/2021,06/30/2021,Green City Distribution,Division of Northern Border Imports,Foreign Supplier Verification Program (FSVP),,
08/03/2021,07/26/2021,Lexion Medical LLC,Center for Devices and Radiological Health,"Adulterated and Misbranded Products, including Products Related to Coronavirus Disease 2019 (COVID-19)",,
08/03/2021,07/29/2021,Farmakeio Outsourcing LLC,"Office of Pharmaceutical Quality Operations, Division II",Compounding Pharmacy/Adulterated Drug Products,,
08/03/2021,07/06/2021,Syntec Pharma Corp,Office of Pharmaceutical Quality Operations Division I,CGMP/Active Pharmaceutical Ingredient (API)/Adulterated,,
07/29/2021,07/22/2021,"MB Solutions, LLC/BioSpectrum CBD",Center for Drug Evaluation and Research,Unapproved New Drugs/Misbranded/Cannabidiol (CBD) Products,,
07/27/2021,07/15/2021,"Sck Zeta Dis Ticaret, Pazarlama Ltd.",Center for Drug Evaluation and Research,Finished Pharmaceuticals/Unapproved New Drug/Misbranded/Adulterated,,
07/27/2021,07/12/2021,Mario Hidalgo DBA Distribuidora de Productos Alimenticios El Paisita,Division of Southwest Imports,Foreign Supplier Verification Program (FSVP),,02/01/2022
07/28/2021,07/28/2021,"Nutrishus Brands, Inc.",Center for Food Safety and Applied Nutrition (CFSAN),Unapproved New Drugs/Misbranded,,
07/29/2021,07/20/2021,rxmedkart.com,Center for Drug Evaluation and Research,Unapproved and Misbranded Products Related to Coronavirus Disease 2019 (COVID-19),,
08/03/2021,07/30/2021,Ole Smoky Candy Kitchen Factory,Office of Human and Animal Foods Operations-East,"CGMP/Manufacturing, Packing or Holding Human Food/Adulterated/Insanitary Conditions",,
07/30/2021,07/30/2021,Bradley Jaramillo LLC d/b/a Trinity Vapor Lounge,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
07/30/2021,07/30/2021,The Vapor Hutt,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
08/03/2021,07/20/2021,"2m Associates, Inc.",Division of Northeast Imports,Foreign Supplier Verification Program (FSVP),,04/19/2022
03/29/2022,03/28/2022,Heaven’s Organic LLC,Center for Drug Evaluation and Research | CDER,Unapproved and Misbranded Products Related to Coronavirus Disease 2019 (COVID-19),,
03/30/2022,03/30/2022,Vapor Vapes Inc.,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
03/29/2022,03/28/2022,UPSY LLC,Center for Drug Evaluation and Research | CDER,Unapproved and Misbranded Products Related to Coronavirus Disease 2019 (COVID-19),,
03/29/2022,03/28/2022,CBD Social,Center for Drug Evaluation and Research | CDER,Unapproved and Misbranded Products Related to Coronavirus Disease 2019 (COVID-19),,
03/29/2022,03/28/2022,Greenway Herbal Products LLC,Center for Drug Evaluation and Research | CDER,Unapproved and Misbranded Products Related to Coronavirus Disease 2019 (COVID-19),,
04/05/2022,03/28/2022,NDAL Mfg Inc.,Division of Pharmaceutical Quality Operations IV,CGMP/Finished Pharmaceuticals/Adulterated,,
04/05/2022,11/24/2021,Ferrum City Liquid,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
04/05/2022,12/30/2021,Skull and Roses Juice Co. LLC,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
04/05/2022,01/07/2022,Jaded Vapors LLC,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
03/29/2022,03/28/2022,Nature's Highway,Center for Drug Evaluation and Research | CDER,Unapproved and Misbranded Products Related to Coronavirus Disease 2019 (COVID-19),,
03/29/2022,03/28/2022,"Functional Remedies, LLC D/B/A Synchronicity Hemp Oil",Center for Drug Evaluation and Research | CDER,Unapproved and Misbranded Product Related to Coronavirus Disease 2019 (COVID-19),,
04/05/2022,03/10/2022,Vape Crusaders Premium E-Liquid LLC,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
02/15/2022,10/29/2021,"Marquis Worldwide Specialty, Inc.",Division of West Coast Imports,Foreign Supplier Verification Program (FSVP),,
02/15/2022,01/19/2022,Glenn Burkett Naples Corporation,Office of Human and Animal Food Operations East Division IV,Unapproved New Drugs/Misbranded,,
02/15/2022,02/03/2022,"GreenSmartLiving, Inc.",Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
02/15/2022,02/02/2022,Indiana Chem-Port,Center for Drug Evaluation and Research | CDER,CGMP/Active Pharmaceutical Ingredient (API)/Adulterated,,
02/15/2022,02/03/2022,Pharmacy2Home/LandiCom Holding LTD,Center for Drug Evaluation and Research | CDER,Unapproved and Misbranded Products Related to Coronavirus Disease 2019 (COVID-19),,
02/15/2022,02/04/2022,"Vapor Solutions and Labs, LLC",Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
02/15/2022,02/04/2022,Victory Vapor Inc.,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
02/15/2022,02/03/2022,"ECI Pharmaceuticals, LLC",Center for Drug Evaluation and Research | CDER,Failure to Register and List,,
09/07/2021,08/26/2021,"Kaleido Biosciences, Inc.",Center for Drug Evaluation and Research | CDER,Bioresearch Monitoring Program,,
09/07/2021,08/27/2021,"Seditious Vapours, LLC d/b/a Butt Out Labs",Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
11/30/2021,05/12/2021,McElroy Imports,Division of Northeast Imports,Foreign Supplier Verification Program (FSVP),,
09/07/2021,08/06/2021,Genesis Nutrition Ultra Slim dba Genesis Ultra Slim,"Office of Pharmaceutical Quality Operations, Division II",Unapproved New Drugs/Misbranded,,
09/07/2021,09/07/2021,"iSmoke, LLC d/b/a iSmoke Vapor Gallery",Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
09/07/2021,08/31/2021,"Kaleidoscope Custom Vapor Lounge, LLC",Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
09/07/2021,08/27/2021,"Flawless Labs, Inc. d/b/a Flawless Vape Shop",Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
09/09/2021,09/07/2021,Ar-Rahman Pharm LLC,Center for Food Safety and Applied Nutrition (CFSAN),Unapproved New Drugs/Misbranded,,03/21/2022
09/07/2021,09/07/2021,"CloudT3n, LLC d/b/a The Cloud",Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
09/07/2021,09/07/2021,"E-Cig Central, LLC",Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
09/09/2021,09/07/2021,Nuturna International LLC,Center for Food Safety and Applied Nutrition (CFSAN),Unapproved New Drugs/Misbranded,,02/02/2022
09/09/2021,09/07/2021,"Aceva, LLC",Center for Food Safety and Applied Nutrition (CFSAN),Unapproved New Drugs/Misbranded,,11/10/2021
09/07/2021,09/01/2021,Vapor Boss,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
09/09/2021,09/07/2021,"Lysulin, Inc.",Center for Food Safety and Applied Nutrition (CFSAN),Unapproved New Drugs/Misbranded,,06/24/2022
09/03/2021,08/31/2021,PowerAll Pharma,,Finished Pharmaceuticals/Unapproved New Drug/Misbranded,,
12/06/2021,12/06/2021,Honest Living Vape Shoppe & Apothecary,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
11/30/2021,11/18/2021,Saffron Health Sciences,Division of Human and Animal Food Operations East II,New Drug/Misbranded,,02/15/2022
11/30/2021,11/18/2021,Invacare Corporation,Center for Devices and Radiological Health,CGMP/QSR/Medical Devices/Adulterated,,08/24/2023
11/30/2021,11/30/2021,Desert Vapors LLC,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
12/01/2021,12/01/2021,Yogi's Vape Lounge,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
11/30/2021,11/30/2021,KC Vape LLC,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
11/30/2021,11/30/2021,Tampa Vapor Inc.,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
09/07/2021,08/04/2021,Garden Fresh Market,Division of Northern Border Imports,Foreign Supplier Verification Program (FSVP),,
11/30/2021,11/29/2021,"The Zen Vaper E-Liquids, LLC",Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
12/01/2021,12/01/2021,E Cig Zone Inc,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
09/07/2021,08/16/2021,Akshar Sales LLC,Division of West Coast Imports,Foreign Supplier Verification Program (FSVP),,
10/05/2021,09/22/2021,Ardil Comercial S.R.L.,Center for Drug Evaluation and Research | CDER,CGMP/Finished Pharmaceuticals/Unapproved New Drug/Misbranded/Adulterated,,
10/05/2021,09/17/2021,Walfer Corporation dba The Medicine Shoppe Pharmacy,"Office of Pharmaceutical Quality Operations, Division II",Compounding Pharmacy/Adulterated Drug Products,,09/26/2022
10/05/2021,02/02/2021,Marci Beauty LLC,Center for Devices and Radiological Health,Investigational Device Exemptions (IDE)/Premarket Approval Application (PMA) Adulterated Device,,
10/05/2021,09/29/2021,Healthy Foods & Nutrition Lab de Mexico S.A. de C.V.,Center for Drug Evaluation and Research | CDER,Unapproved New Drugs/Misbranded,,
10/05/2021,09/20/2021,"ICA Health, LLC/Future Formulations, LLC",Office of Human and Animal Foods Operations – Division West 4,New Drug/Misbranded,,10/24/2023
10/05/2021,09/29/2021,"True Chemical Solutions, LLC",Center for Drug Evaluation and Research | CDER,Failure to Permit Access to or Copying of Records,,
07/20/2021,07/12/2021,"Beeyoutiful.com, LLC",Office of Human and Animal Food Operations-East,New Drug/Misbranded,,06/10/2022
